,지점명,년,5월평균기온,5월합강수량(mm),5월합계일조시간,6월평균기온,6월합강수량(mm),6월합계일조시간,7월평균기온,7월합강수량(mm),7월합계일조시간,8월평균기온,8월합강수량(mm),8월합계일조시간,단위면적당 생산량
1531,해남,2004,17.1,111.5,188.6,21.6,192.0,189.8,25.6,312.5,200.3,25.9,428.5,241.1,482.0
1532,해남,2005,17.1,84.5,280.4,22.6,139.0,228.3,25.3,225.5,181.6,25.8,363.5,205.1,431.0
1533,해남,2006,16.5,234.5,176.6,20.9,257.0,204.0,24.0,362.0,147.0,26.8,136.0,268.0,467.73618
1534,해남,2007,17.1,81.0,225.0,21.3,28.0,133.5,24.3,229.0,124.7,26.8,232.0,171.0,403.88706
1535,해남,2008,17.0,195.4,201.2,20.8,344.5,82.3,26.4,127.3,148.1,25.5,123.3,202.4,481.42523
1536,해남,2009,17.9,136.4,257.1,22.0,81.2,189.5,24.5,549.1,100.0,25.2,94.9,152.6,480.53641
1537,해남,2010,17.3,155.9,191.3,22.2,113.3,130.5,25.8,176.8,95.4,27.7,349.5,149.7,446.16588
1538,해남,2011,17.3,95.3,171.4,21.9,243.3,127.7,25.9,282.6,137.2,25.2,335.3,87.6,442.06077
1539,해남,2012,18.3,30.4,223.9,22.2,54.5,148.4,25.5,236.4,144.0,27.4,488.1,168.8,318.13588
1540,해남,2013,17.6,145.8,227.0,22.4,74.8,140.6,26.6,212.2,108.5,27.7,187.1,230.9,468.82104
1541,해남,2014,17.6,102.5,277.6,21.8,67.2,121.1,24.7,116.5,123.1,24.3,347.2,94.5,473.36425
1542,해남,2015,18.1,95.4,258.0,21.4,165.1,133.9,24.3,224.3,146.7,25.0,155.7,191.2,512.72051
1543,해남,2016,17.8,111.6,224.7,21.8,103.5,136.3,25.9,205.4,207.1,27.2,25.1,281.6,514.15962
1544,해남,2017,17.7,9.6,259.9,21.6,24.4,201.5,27.2,162.7,147.2,26.6,198.9,234.0,512.96847
1545,해남,2018,18.0,75.3,158.2,21.7,238.9,205.8,26.7,18.8,262.1,27.5,204.2,214.3,495.39311
1546,해남,2019,16.7,99.0,282.7,20.5,45.1,212.8,24.2,181.9,155.5,25.6,205.2,214.9,471.39025
1547,해남,2020,17.1,188.1,192.4,22.0,257.7,198.1,22.7,319.6,73.5,27.4,153.7,184.5,434.2603
1548,해남,2021,17.1,128.9,225.5,22.3,127.4,230.9,26.3,500.7,204.5,25.8,172.3,186.2,519.7309
1549,해남,2022,16.3,1.3,287.8,22.9,70.7,172.5,26.5,193.6,214.6,26.6,115.6,149.5,458.8682
1550,해남,2023,18.0,263.6,184.5,22.3,153.7,139.7,26.0,526.0,113.3,26.9,199.8,256.0,493.9401
1551,고흥,1996,17.2,58.0,227.3,20.9,316.5,97.4,24.1,161.0,169.8,25.9,120.5,204.2,506.0
1552,고흥,1997,17.4,130.0,206.2,21.9,172.0,210.3,24.6,234.5,143.7,25.6,215.5,194.7,545.0
1553,고흥,1998,17.9,124.5,175.7,20.0,378.5,105.5,24.5,228.0,155.1,25.5,181.0,188.6,503.0
1554,고흥,1999,17.3,157.0,255.7,20.9,193.0,166.7,23.0,572.0,121.4,24.3,359.0,140.3,461.0
1555,고흥,2000,17.0,80.0,236.7,21.0,160.5,155.0,25.1,255.5,202.2,25.7,413.5,,514.0
1556,고흥,2001,18.1,52.5,299.8,21.0,259.0,277.1,25.3,109.0,314.6,25.3,91.0,325.0,531.0
1557,고흥,2002,17.3,98.5,150.6,21.3,119.0,222.0,24.2,405.5,119.6,24.4,720.5,112.4,465.0
1558,고흥,2003,16.8,209.5,168.3,20.3,196.5,153.1,21.5,476.0,73.7,23.7,372.0,151.6,460.0
1559,고흥,2004,17.1,135.5,159.0,20.9,290.0,175.6,25.5,145.5,200.0,25.5,390.5,187.2,499.0
1560,고흥,2005,17.0,155.5,246.1,22.0,223.5,183.5,24.7,177.5,147.3,25.4,235.5,182.1,489.0
1561,고흥,2006,16.8,223.0,169.4,20.8,230.5,186.9,23.8,540.5,92.6,27.0,156.0,210.8,472.02704
1562,고흥,2007,17.1,136.0,227.8,21.0,36.5,129.9,24.0,333.0,124.9,26.8,290.0,158.7,437.95993
1563,고흥,2008,17.2,157.6,206.0,20.2,290.1,75.7,26.3,76.1,161.8,25.3,123.8,191.0,503.63292
1564,고흥,2009,18.2,171.2,239.5,21.4,124.0,172.6,24.0,491.2,101.2,24.8,62.5,126.5,497.90378
1565,고흥,2010,17.1,170.7,212.8,21.7,85.7,172.8,25.2,271.2,98.3,27.1,324.3,147.2,482.21805
1566,고흥,2011,17.7,158.9,177.5,21.9,226.5,139.3,25.9,424.6,126.5,25.5,409.7,100.0,501.64976
1567,고흥,2012,18.7,51.6,214.4,21.8,51.0,144.1,25.4,276.9,134.8,27.0,438.1,145.5,449.7357
1568,고흥,2013,17.8,217.9,242.0,22.0,72.5,139.2,26.5,195.9,158.8,27.4,224.5,242.9,515.36023
1569,고흥,2014,18.1,123.1,277.1,21.5,185.5,125.2,24.3,302.2,121.5,24.3,656.1,98.7,505.82588
1570,고흥,2015,18.4,153.5,255.9,20.9,113.6,128.2,24.0,249.9,148.4,24.8,166.0,190.9,517.04228
1571,고흥,2016,18.0,128.2,222.9,21.5,117.5,121.9,25.3,173.3,194.2,26.6,47.4,266.3,513.33233
1572,고흥,2017,18.2,30.1,259.6,21.0,274.7,204.4,26.4,269.5,158.1,26.3,109.8,222.9,515.75998
1573,고흥,2018,17.8,106.6,177.9,21.4,268.9,208.7,26.4,107.7,242.5,27.4,109.2,202.7,492.15929
1574,고흥,2019,17.7,140.6,260.4,20.8,266.7,176.9,24.1,356.9,137.8,25.9,89.7,180.8,459.42917
1575,고흥,2020,16.9,151.1,197.2,22.0,304.9,195.7,22.6,334.2,67.2,27.0,181.8,182.0,438.7799
1576,고흥,2021,17.3,112.9,216.6,21.7,80.9,205.8,25.8,450.8,192.7,25.7,275.6,181.4,514.1334
1577,고흥,2022,17.8,1.6,272.1,21.8,86.3,163.7,26.0,268.7,197.3,25.7,109.9,149.5,483.3442
1578,고흥,2023,17.2,288.4,175.1,21.5,267.9,181.0,24.8,414.6,87.6,26.2,222.2,216.6,497.7875
1579,의령군,2011,18.0,146.2,169.2,23.1,236.0,162.0,25.9,654.4,145.0,25.2,256.0,99.4,494.7888
1580,의령군,2012,19.8,52.4,66.4,22.3,43.3,141.7,26.4,221.5,159.3,25.4,313.1,149.3,495.32414
1581,의령군,2013,18.5,151.2,234.2,22.9,100.5,156.7,26.0,209.7,170.6,26.4,150.5,237.2,514.73105
1582,의령군,2014,17.6,56.2,278.1,20.8,84.2,129.3,23.9,146.0,136.3,22.9,584.1,82.0,510.27605
1583,의령군,2015,18.8,77.6,246.7,20.5,74.6,143.4,23.3,204.1,130.3,23.9,123.5,163.6,528.14855
1584,의령군,2016,17.6,104.3,231.0,21.5,70.6,147.8,25.2,153.0,163.4,25.8,74.9,237.0,518.9856
1585,의령군,2017,19.4,58.8,254.7,22.4,68.1,227.6,27.4,196.3,134.9,26.1,197.1,197.0,531.7094
1586,의령군,2018,18.7,87.9,179.3,22.8,168.5,181.6,27.4,148.5,222.1,27.0,440.5,198.0,513.99125
1587,의령군,2019,18.9,82.0,271.7,22.1,188.7,192.5,25.2,179.0,147.7,26.4,57.7,185.1,511.27653
1588,의령군,2020,18.7,63.5,196.5,24.0,180.2,207.4,23.3,559.5,77.6,27.7,346.6,153.7,486.22148
1589,의령군,2021,18.3,102.7,182.6,23.1,73.0,178.3,26.9,389.9,185.1,26.3,207.1,146.0,525.8092
1590,의령군,2022,19.3,0.5,270.2,23.5,90.2,167.8,27.1,143.8,161.5,26.6,191.2,127.9,522.0194
1591,의령군,2023,18.5,304.7,168.7,23.6,197.4,184.3,26.5,437.1,110.3,27.7,439.6,192.2,521.3684
1592,함양군,2011,17.4,124.2,205.4,22.4,272.8,181.9,25.0,357.6,115.4,24.4,355.6,96.9,515.1277
1593,함양군,2012,18.4,25.4,233.0,21.7,75.8,138.1,25.6,263.0,167.6,25.7,512.1,129.8,466.21912
1594,함양군,2013,17.9,69.9,250.3,22.7,50.9,164.1,26.6,350.3,155.1,26.6,135.6,220.7,542.23118
1595,함양군,2014,17.8,29.0,294.5,21.4,65.0,151.3,25.0,189.8,143.9,23.3,459.8,100.8,522.97057
1596,함양군,2015,18.2,54.0,267.9,20.9,103.3,137.1,24.6,175.2,150.3,25.1,120.8,159.6,534.80222
1597,함양군,2016,18.1,70.1,256.5,21.8,74.0,159.3,25.6,211.0,175.9,26.1,53.2,227.1,553.87138
1598,함양군,2017,18.1,25.8,259.9,21.9,28.0,235.3,26.2,161.4,132.0,25.2,131.8,184.2,547.87198
1599,함양군,2018,18.0,105.0,193.7,22.5,161.5,202.4,26.5,202.1,218.8,26.2,416.2,187.2,539.99753
1600,함양군,2019,18.0,78.0,295.5,21.4,137.0,215.3,24.2,334.3,140.2,25.4,87.9,186.0,539.41298
1601,함양군,2020,18.0,62.7,235.1,23.1,171.5,202.6,22.6,605.8,74.3,26.4,618.0,159.8,533.19556
1602,함양군,2021,16.8,108.3,185.5,22.1,112.7,177.1,25.8,196.1,176.5,24.9,229.7,121.3,556.0403
1603,함양군,2022,18.4,1.7,292.9,23.0,109.1,166.0,26.2,161.7,168.5,25.4,130.9,140.0,536.6634
1604,함양군,2023,17.9,151.7,183.7,22.9,241.9,193.1,25.6,473.4,97.9,27.0,406.1,184.1,552.6204
1605,광양시,2011,18.3,227.5,194.4,22.6,330.6,166.4,26.0,560.1,157.9,26.2,416.6,112.4,471.14576
1606,광양시,2012,20.2,38.0,239.7,22.4,51.7,165.7,25.8,344.4,158.8,27.1,550.8,162.1,430.32456
1607,광양시,2013,19.3,284.5,260.8,22.9,150.0,166.3,27.3,148.3,147.2,28.4,301.5,258.4,509.32301
1608,광양시,2014,19.5,139.8,294.7,22.1,142.4,155.7,25.1,218.6,142.9,25.0,481.9,124.4,507.01528
1609,광양시,2015,20.1,164.6,278.0,22.3,85.7,163.5,25.4,173.5,204.3,26.9,109.0,192.9,543.0552
1610,광양시,2016,19.6,132.0,234.6,22.7,123.0,136.4,26.1,187.6,199.5,27.9,50.0,267.6,543.83624
1611,광양시,2017,19.9,45.7,279.5,22.5,62.1,231.2,27.0,72.7,136.1,26.8,227.0,212.9,535.46838
1612,광양시,2018,18.7,160.6,190.3,22.7,268.0,211.1,27.8,135.5,233.1,27.9,277.3,191.3,518.00348
1613,광양시,2019,19.9,152.4,289.5,21.8,255.8,202.5,24.9,276.0,157.5,26.9,96.1,200.2,489.07402
1614,광양시,2020,18.7,176.9,205.9,23.2,353.0,212.3,22.9,483.1,74.7,27.5,336.5,171.0,457.07886
1615,광양시,2021,18.4,80.1,196.2,22.8,98.8,208.8,26.7,379.1,210.8,26.3,354.3,176.7,521.0252
1616,광양시,2022,19.5,1.2,276.2,22.9,110.3,168.9,26.9,240.7,187.2,26.6,186.1,134.6,488.2103
1617,광양시,2023,18.5,258.7,190.5,23.0,284.1,203.8,25.7,743.3,94.0,27.8,371.2,203.3,489.5933
1618,진도군,2014,,132.5,171.9,21.1,84.6,156.7,24.2,128.3,134.3,23.8,324.5,95.2,410.33543
1619,진도군,2015,17.2,138.9,267.4,20.6,120.7,140.1,24.1,176.6,154.3,24.8,182.7,189.7,476.33569
1620,진도군,2016,17.5,158.4,221.2,21.4,163.1,138.5,25.6,277.4,202.9,26.7,25.5,291.4,492.98826
1621,진도군,2017,17.4,14.5,258.1,21.0,28.2,207.3,26.8,113.2,47.3,26.5,261.6,180.6,446.77606
1622,진도군,2018,17.7,105.0,159.8,21.4,202.6,206.9,26.8,52.6,261.5,27.7,355.7,237.9,442.00071
1623,진도군,2019,17.1,178.5,272.9,20.4,240.5,216.5,24.1,244.5,129.6,25.9,145.8,208.5,426.74722
1624,진도군,2020,17.0,212.9,178.4,21.8,324.3,185.5,22.8,320.2,61.4,27.4,100.3,165.1,416.95103
1625,진도군,2021,17.4,144.7,216.7,,147.8,220.8,26.2,551.9,169.3,25.7,188.2,165.7,458.0292
1626,진도군,2022,16.8,0.3,284.0,22.0,83.7,147.0,26.1,177.3,193.4,26.3,84.7,130.3,441.4361
1627,진도군,2023,17.4,185.1,177.3,21.6,133.5,187.2,25.7,507.7,99.3,26.7,165.3,246.4,481.9252
1628,봉화,1996,15.7,57.5,236.3,20.5,206.0,124.9,22.9,202.5,198.0,23.9,105.5,173.6,470.0
1629,봉화,1997,15.9,238.0,171.9,20.4,150.0,235.7,23.4,416.0,169.0,23.7,227.0,162.8,498.0
1630,봉화,1998,16.6,82.5,181.5,18.0,166.0,125.1,21.6,246.5,75.7,22.1,405.5,90.1,479.0
1631,봉화,1999,15.1,93.5,264.5,20.2,160.5,245.8,22.2,243.5,144.7,22.8,378.5,165.3,509.0
1632,봉화,2000,15.5,93.5,201.7,19.9,180.5,173.5,23.2,129.5,157.6,22.7,285.0,,504.0
1633,봉화,2001,16.2,23.0,349.5,19.8,294.5,255.6,23.1,417.5,274.4,22.3,63.0,238.3,512.0
1634,봉화,2002,13.9,162.0,246.1,17.8,60.5,284.6,22.1,259.5,206.6,20.8,748.0,138.8,489.0
1635,봉화,2003,14.8,154.5,264.6,18.3,241.5,211.8,20.1,380.5,175.1,21.0,307.0,173.0,456.0
1636,봉화,2004,15.0,135.5,232.1,19.2,272.0,248.3,22.8,296.5,187.5,22.0,274.0,192.9,514.0
1637,봉화,2005,14.8,72.0,287.1,20.4,212.0,256.9,22.7,301.5,197.6,22.8,158.0,183.8,486.0
1638,봉화,2006,15.5,135.0,248.2,19.6,99.5,257.2,21.0,591.5,102.4,23.8,109.0,227.2,474.61529
1639,봉화,2007,15.2,127.0,255.9,19.4,110.5,224.1,21.3,244.5,162.9,23.3,333.5,123.0,454.55454
1640,봉화,2008,15.7,50.5,234.9,18.6,131.2,160.6,24.5,371.1,117.5,21.8,243.3,179.9,505.09876
1641,봉화,2009,16.2,120.3,227.8,19.8,128.5,191.9,21.8,337.4,104.2,21.8,163.7,163.4,553.24148
1642,봉화,2010,14.8,136.6,210.6,20.3,35.8,203.9,23.4,88.9,107.6,24.7,260.4,98.9,490.3977
1643,봉화,2011,15.0,176.8,181.3,20.0,353.2,183.4,23.4,403.5,94.8,23.2,264.6,98.0,501.30367
1644,봉화,2012,15.5,40.0,210.9,19.3,92.2,140.3,23.0,333.1,152.3,23.6,327.0,125.7,503.21001
1645,봉화,2013,15.5,121.9,238.2,20.3,160.0,169.9,23.9,257.2,78.9,24.0,78.1,187.5,529.27397
1646,봉화,2014,15.6,79.1,271.3,19.6,106.8,127.4,22.9,81.0,145.7,21.4,324.7,97.8,531.59622
1647,봉화,2015,16.1,32.0,273.5,19.5,92.9,187.2,22.2,85.1,137.3,22.2,99.5,164.0,543.56622
1648,봉화,2016,16.3,56.2,269.7,20.7,46.0,173.0,23.2,416.5,136.6,23.7,61.8,207.7,548.57716
1649,봉화,2017,17.0,18.3,249.6,19.7,37.1,228.4,24.3,255.3,122.8,22.8,201.5,123.4,541.87947
1650,봉화,2018,15.9,140.2,194.9,20.3,69.9,190.6,25.0,228.7,225.3,24.7,319.4,159.0,551.65262
1651,봉화,2019,16.5,46.1,273.4,19.5,156.9,203.7,22.9,197.1,117.4,23.7,117.0,190.2,579.06945
1652,봉화,2020,15.8,114.8,203.6,20.8,115.3,209.8,20.6,272.5,100.4,23.9,434.9,109.7,532.67674
1653,봉화,2021,13.0,191.6,182.7,18.1,70.7,166.4,22.2,176.9,205.4,20.7,228.2,104.7,541.9289
1654,봉화,2022,16.0,5.7,281.0,20.6,138.5,164.5,23.9,157.5,144.8,22.7,370.4,105.1,548.2902
1655,봉화,2023,15.8,145.0,218.9,20.4,301.6,211.3,23.5,551.9,141.5,24.4,361.6,174.6,534.7663
1656,영주,1996,17.1,54.0,217.3,20.9,273.0,102.2,23.7,186.5,202.3,24.8,120.5,166.4,477.0
1657,영주,1997,17.1,248.0,197.6,21.8,182.0,236.7,24.2,403.0,149.6,24.7,159.0,160.0,497.0
1658,영주,1998,18.0,139.5,224.3,19.6,259.0,137.4,23.1,421.1,74.6,23.4,449.4,109.9,465.0
1659,영주,1999,16.3,176.5,259.2,21.1,250.0,228.7,22.5,203.2,119.0,23.1,435.7,120.5,501.0
1660,영주,2000,17.7,76.0,197.0,22.1,213.0,156.7,25.4,198.0,149.2,24.5,425.0,,511.0
1661,영주,2001,17.9,15.0,369.1,21.3,258.0,293.8,24.4,161.0,234.8,23.8,59.0,271.6,521.0
1662,영주,2002,15.7,138.5,269.2,19.9,53.5,289.7,23.4,256.0,208.8,22.7,673.0,141.5,500.0
1663,영주,2003,17.2,193.5,267.4,20.7,201.0,215.9,22.0,547.0,177.1,23.1,343.0,175.8,454.0
1664,영주,2004,17.0,103.0,247.2,21.6,311.0,252.6,24.7,308.5,196.4,24.0,263.0,210.4,505.0
1665,영주,2005,17.0,87.5,293.7,22.1,226.0,249.8,24.1,359.0,176.2,24.5,263.0,169.8,480.0
1666,영주,2006,17.3,181.0,239.9,21.6,117.0,243.4,22.2,751.5,92.4,25.5,138.0,224.0,476.7619
1667,영주,2007,17.4,133.5,214.2,21.4,118.0,178.9,22.8,341.5,108.8,25.1,309.5,124.9,457.07987
1668,영주,2008,17.1,62.1,237.5,19.9,168.0,156.9,25.3,312.2,119.1,23.4,257.5,192.0,505.09876
1669,영주,2009,17.8,119.4,230.8,21.3,96.1,197.6,22.9,392.1,112.8,23.2,152.8,159.3,525.42081
1670,영주,2010,16.7,154.7,222.8,22.1,26.1,226.0,24.8,99.1,111.7,26.0,299.6,102.6,480.76665
1671,영주,2011,16.7,197.4,183.3,21.8,401.6,193.0,24.5,417.6,93.0,24.3,287.4,94.3,504.86102
1672,영주,2012,17.6,48.0,222.7,21.6,51.1,166.4,24.9,321.3,173.1,25.3,402.2,126.8,513.39227
1673,영주,2013,17.6,187.8,257.9,22.4,183.5,183.6,25.2,200.6,75.1,25.5,80.7,188.2,515.62295
1674,영주,2014,18.1,43.3,289.2,21.6,117.1,143.6,24.8,85.5,163.4,22.9,390.4,99.8,542.03674
1675,영주,2015,18.9,62.0,296.0,21.9,111.6,205.3,24.0,157.0,158.7,24.4,43.2,186.9,554.7146
1676,영주,2016,18.0,91.1,286.3,22.0,62.0,199.8,24.2,486.3,134.2,25.5,62.0,236.5,553.38217
1677,영주,2017,18.3,10.8,276.4,21.2,53.8,258.4,24.9,337.7,133.3,23.8,320.5,162.4,543.02523
1678,영주,2018,17.1,162.6,232.1,21.9,78.8,222.9,26.0,234.2,257.3,25.3,411.5,199.4,554.91915
1679,영주,2019,18.1,58.0,298.5,20.9,87.7,235.9,23.6,208.9,153.5,24.5,93.3,202.8,551.88506
1680,영주,2020,17.1,147.2,221.7,22.5,142.3,223.3,21.7,445.9,109.5,25.0,437.1,114.5,529.69483
1681,영주,2021,15.5,153.3,197.8,20.9,74.2,192.1,25.0,272.6,209.5,23.2,270.3,109.6,541.8385
1682,영주,2022,17.7,3.8,297.9,21.7,134.7,183.6,25.1,201.7,161.3,23.8,362.3,119.3,545.5832
1683,영주,2023,17.1,160.2,219.3,21.6,483.2,216.7,24.5,616.7,137.2,25.3,318.2,165.9,531.5446
1684,문경,1996,17.0,56.5,239.0,20.9,294.2,108.7,23.7,236.0,243.7,24.7,121.0,215.8,542.0
1685,문경,1997,17.0,228.0,206.0,21.6,158.5,253.3,24.2,418.0,181.8,24.5,171.5,212.0,538.0
1686,문경,1998,18.1,123.0,232.8,19.8,276.0,125.2,22.9,284.0,101.4,23.1,605.0,118.4,484.0
1687,문경,1999,17.1,131.7,280.5,21.7,206.5,248.3,23.1,232.5,148.3,23.8,325.0,151.2,498.0
1688,문경,2000,17.5,57.5,226.5,21.8,219.5,171.2,24.9,223.5,156.9,24.3,404.0,,493.0
1689,문경,2001,18.1,23.0,375.8,21.4,278.0,353.2,24.3,141.5,360.3,24.2,58.5,365.0,518.0
1690,문경,2002,16.0,135.0,216.6,19.9,45.0,227.9,23.5,185.5,145.0,22.2,485.0,72.5,493.0
1691,문경,2003,16.2,195.5,217.7,19.7,217.0,168.2,20.7,598.5,89.9,22.1,311.0,109.8,411.0
1692,문경,2004,16.8,120.5,195.8,21.2,347.5,182.5,24.4,359.0,150.6,23.6,270.5,158.1,504.0
1693,문경,2005,16.5,94.0,249.7,21.7,221.5,198.6,23.9,409.5,151.8,23.5,444.5,132.4,500.0
1694,문경,2006,16.9,146.0,211.2,20.7,154.5,209.2,21.6,671.0,62.0,25.3,77.5,212.6,510.90144
1695,문경,2007,17.0,122.5,213.8,20.8,116.0,151.0,22.3,266.5,100.1,24.8,376.5,118.3,493.98336
1696,문경,2008,17.5,66.6,237.9,20.1,150.0,152.2,25.5,237.5,125.6,23.6,280.0,193.6,560.32649
1697,문경,2009,18.3,138.2,240.9,21.7,108.3,206.0,22.5,485.8,116.6,22.8,134.6,150.9,581.59635
1698,문경,2010,16.5,134.0,225.7,21.9,27.0,228.1,24.5,165.1,120.6,25.4,424.8,99.0,516.82566
1699,문경,2011,16.7,156.5,186.4,21.6,366.5,189.4,24.3,420.8,92.8,24.1,300.7,78.5,523.21951
1700,문경,2012,18.1,42.1,224.8,21.8,65.6,174.9,25.3,269.9,154.9,25.7,437.7,122.6,502.97625
1701,문경,2013,17.8,158.0,243.5,22.4,228.8,172.1,25.8,232.0,107.3,26.2,138.7,205.5,541.59183
1702,문경,2014,18.2,56.5,288.7,21.4,103.5,144.9,24.6,63.5,145.6,22.7,297.0,90.3,545.87592
1703,문경,2015,18.8,44.0,285.4,21.8,92.1,191.3,23.6,108.0,147.8,23.9,78.7,177.0,561.87526
1704,문경,2016,18.0,73.0,272.9,22.0,49.5,183.0,24.1,407.6,136.1,25.3,51.7,240.3,561.5829
1705,문경,2017,19.0,25.0,273.8,22.1,62.7,243.2,25.3,678.7,121.4,24.1,211.6,150.7,556.48335
1706,문경,2018,17.8,128.1,197.8,22.5,62.9,189.9,26.6,174.2,220.1,26.6,275.1,180.1,549.14163
1707,문경,2019,18.8,58.3,278.7,21.3,82.5,207.2,24.3,234.8,138.0,25.2,142.2,190.1,525.05681
1708,문경,2020,17.4,129.3,219.2,22.8,175.9,208.3,21.9,595.7,103.2,25.7,454.4,126.2,514.96452
1709,문경,2021,15.9,178.4,196.5,21.3,86.5,184.1,25.3,332.7,207.9,23.6,272.8,107.0,531.6749
1710,문경,2022,18.4,5.0,300.8,22.1,95.9,190.3,25.6,216.5,149.3,24.5,338.6,122.2,529.4938
1711,문경,2023,17.8,173.7,215.4,22.4,231.0,219.9,25.1,728.1,137.7,26.0,264.1,174.9,548.4549
1712,청송군,2011,15.9,146.5,187.4,21.3,153.2,196.7,24.4,158.7,118.5,23.8,191.2,116.6,496.27983
1713,청송군,2012,16.5,38.5,222.4,20.1,78.6,148.9,24.5,214.1,179.2,24.6,279.6,142.5,489.77783
1714,청송군,2013,16.5,88.9,247.1,20.9,155.3,174.4,25.0,151.4,136.8,25.5,101.8,220.9,515.827
1715,청송군,2014,16.9,21.1,281.4,20.0,41.8,133.0,24.2,59.4,156.6,22.0,315.1,80.4,516.51783
1716,청송군,2015,17.4,22.5,281.6,20.2,85.4,154.7,23.2,90.7,171.2,23.7,151.7,172.4,535.46916
1717,청송군,2016,16.9,47.8,261.4,21.2,44.2,178.7,24.0,235.7,153.0,24.6,67.1,211.0,551.90629
1718,청송군,2017,17.5,22.1,243.5,20.3,15.7,231.6,24.9,336.7,129.3,23.9,112.2,143.9,540.92337
1719,청송군,2018,16.8,93.0,200.0,20.7,58.8,178.6,25.7,229.7,226.1,25.4,155.6,185.6,526.60033
1720,청송군,2019,17.1,36.0,288.2,19.6,187.0,208.0,23.4,100.2,143.5,24.5,121.0,213.7,507.3187
1721,청송군,2020,16.7,50.5,228.7,21.9,117.1,227.6,21.2,389.6,98.3,25.7,249.2,150.3,500.00492
1722,청송군,2021,15.1,125.4,186.6,20.5,70.1,175.0,24.8,155.6,197.0,23.8,195.4,108.9,524.621
1723,청송군,2022,16.9,6.4,298.4,21.9,80.2,195.0,25.4,86.5,152.0,24.3,229.4,122.7,522.0782
1724,청송군,2023,16.5,158.7,215.3,21.5,168.2,226.1,24.9,367.0,152.2,25.9,314.5,191.6,515.3845
1725,영덕,1996,16.2,42.0,228.5,19.0,258.0,122.7,23.0,129.0,190.4,23.9,124.0,196.7,465.0
1726,영덕,1997,16.2,129.0,191.1,20.1,102.0,213.6,23.1,213.5,195.9,23.8,105.0,191.2,469.0
1727,영덕,1998,16.9,94.0,218.4,18.3,187.5,114.2,22.4,372.0,101.7,23.4,302.4,138.8,435.0
1728,영덕,1999,17.0,134.0,271.5,20.3,158.3,198.3,22.3,133.8,123.5,22.6,351.5,127.5,448.0
1729,영덕,2000,16.4,49.3,240.2,20.0,104.5,198.8,24.6,87.0,176.1,24.0,265.0,,473.0
1730,영덕,2001,18.0,20.5,311.6,20.5,182.5,271.0,24.9,74.5,336.3,24.1,51.5,315.8,525.0
1731,영덕,2002,15.3,100.0,245.6,19.4,9.5,269.6,22.9,224.5,205.4,22.2,533.5,161.0,456.0
1732,영덕,2003,14.6,197.0,226.0,19.6,228.5,207.9,19.9,342.5,140.6,22.2,310.0,156.2,379.0
1733,영덕,2004,17.4,82.0,223.1,20.7,210.5,239.6,24.8,191.0,210.8,23.8,374.0,195.6,478.0
1734,영덕,2005,15.7,35.5,278.5,22.0,95.5,240.8,24.5,226.0,202.3,24.9,248.5,212.9,466.0
1735,영덕,2006,16.4,103.0,216.8,20.3,30.5,216.9,21.9,586.5,110.7,25.7,95.0,255.7,488.59064
1736,영덕,2007,17.4,103.5,216.2,20.4,153.5,162.7,22.4,151.0,113.1,25.8,190.0,154.7,464.72537
1737,영덕,2008,17.9,48.7,220.0,19.6,104.0,148.1,26.7,124.9,174.8,23.9,124.7,178.7,500.87511
1738,영덕,2009,18.4,101.3,246.4,22.0,43.5,198.0,22.9,287.4,122.7,23.6,87.2,136.7,503.76527
1739,영덕,2010,17.1,127.6,219.7,21.8,20.9,233.4,25.7,123.5,172.6,27.1,163.1,172.8,500.20095
1740,영덕,2011,16.5,147.4,154.8,22.0,193.4,198.3,24.6,117.9,145.1,25.0,110.9,135.2,496.27983
1741,영덕,2012,17.7,26.8,228.9,20.8,73.1,141.0,25.5,160.2,186.4,25.6,270.9,141.0,489.77783
1742,영덕,2013,17.8,98.5,225.0,20.8,115.4,168.6,27.2,85.5,147.8,27.7,42.0,239.9,515.827
1743,영덕,2014,18.5,11.9,277.2,20.0,106.5,137.3,24.8,60.3,197.0,22.5,362.8,91.9,516.51783
1744,영덕,2015,19.1,12.1,293.5,20.1,103.6,179.7,23.3,98.0,191.5,25.3,111.1,198.8,535.46916
1745,영덕,2016,18.5,27.1,298.3,21.7,56.3,205.7,24.5,173.2,173.1,25.7,69.6,256.0,518.14939
1746,영덕,2017,19.4,15.9,290.3,20.8,34.8,285.8,26.4,172.4,166.3,24.4,322.1,180.5,501.07068
1747,영덕,2018,17.2,71.4,222.1,22.0,29.3,204.5,26.1,211.6,261.2,25.9,196.2,200.7,504.57897
1748,영덕,2019,19.4,24.9,298.5,20.4,242.2,219.0,24.9,130.7,184.7,26.0,152.6,238.8,482.44537
1749,영덕,2020,17.2,56.1,242.7,22.1,165.6,248.6,21.0,507.5,97.5,26.2,123.3,182.2,422.351
1750,영덕,2021,16.2,130.7,206.2,20.4,58.6,191.8,24.7,139.2,213.6,23.8,456.7,128.8,506.3431
1751,영덕,2022,18.4,5.4,297.8,22.0,54.0,209.9,24.7,115.6,143.6,24.7,124.7,140.1,522.037
1752,영덕,2023,17.2,115.5,240.2,21.7,113.4,251.0,24.8,260.3,162.7,25.3,216.6,216.7,510.1087
